InstutionName	City	Tuition	InstitutionType
CHI Health School of Radiologic Technology	Omaha		Private
Joseph's College Cosmetology	Lincoln	11366	Private
University of Nebraska at Kearney	Kearney	15100	Public
Kaplan University-Lincoln Campus	Lincoln	19338	Private
Nebraska Methodist College of Nursing & Allied Health	Omaha	19235	Private
Metropolitan Community College Area	Omaha	6432	Public
Mid-Plains Community College	North Platte	5859	Public
Midland University	Fremont	22298	Private
Nebraska Christian College	Papillion	16943	Private
University of Nebraska at Omaha	Omaha	12380	Public
Kaplan University-Omaha Campus	Omaha	19531	Private
Nebraska Indian Community College	Macy	9781	Public
University of Nebraska Medical Center	Omaha		Private
Nebraska Wesleyan University	Lincoln	20153	Private
University of Nebraska-Lincoln	Lincoln	16177	Public
Northeast Community College	Norfolk	8097	Public
Peru State College	Peru	14017	Public
College of Saint Mary	Omaha	17978	Private
Southeast Community College Area	Lincoln	7503	Public
Union College	Lincoln	19584	Private
Vatterott College-Spring Valley	Omaha	17149	Private
Nebraska College of Technical Agriculture	Curtis	11759	Public
Wayne State College	Wayne	12043	Public
Regional West Medical Center School of Radiologic Technology	Scottsbluff		Private
Western Nebraska Community College	Scottsbluff	6372	Public
York College	York	17311	Private
Academy of Hair Design-Las Vegas	Las Vegas	12193	Private
Career College of Northern Nevada	Sparks	21094	Private
College of Southern Nevada	Las Vegas	7338	Public
The Art Institute of Las Vegas	Henderson	23383	Private
Everest College-Henderson	Henderson	22882	Private
Marinello Schools of Beauty-Las Vegas	Las Vegas	13619	Private
University of Nevada-Las Vegas	Las Vegas	11970	Public
University of Nevada-Reno	Reno	14579	Public
Great Basin College	Elko	9777	Public
Marinello Schools of Beauty-Reno	Reno	15168	Private
Sierra Nevada College	Incline Village	25798	Private
Truckee Meadows Community College	Reno	7148	Public
Western Nevada College	Carson City	8107	Public
Colby-Sawyer College	New London	20295	Private
Continental Academie of Hair Design-Hudson	Hudson	12897	Private
Daniel Webster College	Nashua	24055	Private
Dartmouth College	Hanover	27143	Private
Empire Beauty School-Laconia	Laconia	15082	Private
Empire Beauty School-Somersworth	Somersworth	10198	Private
Franklin Pierce University	Rindge	26461	Private
University of New Hampshire-School of Law	Concord		Private
Mount Washington College	Manchester	13170	Private
Keene Beauty Academy	Keene	13883	Private
Northeast Catholic College	Warner		Private
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School	Bedford	19658	Private
New England College	Henniker	27791	Private
New England School of Hair Design	West Lebanon	21831	Private
Southern New Hampshire University	Manchester	29806	Private
New Hampshire Institute for Therapeutic Arts	Hudson	19135	Private
University of New Hampshire-Main Campus	Durham	23516	Public
Keene State College	Keene	19475	Public
University of New Hampshire at Manchester	Manchester	17194	Public
Plymouth State University	Plymouth	20249	Public
NHTI-Concord's Community College	Concord	17162	Public
White Mountains Community College	Berlin	14989	Public
River Valley Community College	Claremont	18711	Public
Lakes Region Community College	Laconia	16520	Public
Manchester Community College	Manchester	14286	Public
Nashua Community College	Nashua	13988	Public
Great Bay Community College	Portsmouth	16234	Public
Paul Mitchell the School-Portsmouth	Portsmouth	13517	Private
Rivier University	Nashua	28521	Private
Saint Anselm College	Manchester	30262	Private
St Joseph School of Nursing	Nashua	21708	Private
Granite State College	Concord	14257	Public
Thomas More College of Liberal Arts	Merrimack	13384	Private
Eastwick College-Hackensack	Hackensack	24653	Private
Atlantic Cape Community College	Mays Landing	9343	Public
Fortis Institute-Wayne	Wayne	17690	Private
Bergen Community College	Paramus	6656	Public
Berkeley College-Woodland Park	Woodland Park	24855	Private
Beth Medrash Govoha	Lakewood		Private
Bloomfield College	Bloomfield	18689	Private
Brookdale Community College	Lincroft	6471	Public
Rowan College at Burlington County	Pemberton	7643	Public
Caldwell University	Caldwell	16416	Private
Camden County College	Blackwood	8962	Public
Centenary College	Hackettstown	23775	Private
Adult and Continuing Education-BCTS	Hackensack	15517	Public
Branford Hall Career Institute-Parsippany	Parsippany	28077	Private
Lincoln Technical Institute-Edison	Edison	22223	Private
American Institute-Clifton	CLIFTON	12593	Private
Empire Beauty School-Ocean	Ocean	14228	Private
Cooper Health System Center for Allied Health Education	Camden		Private
County College of Morris	Randolph	7219	Public
Cumberland County College	Vineland	8789	Public
Divers Academy International	ERIAL	30198	Private
Drake College of Business-Elizabeth	Elizabeth	21279	Private
Drew University	Madison	24022	Private
duCret School of Arts	Plainfield	10743	Private
Lincoln Technical Institute-South Plainfield	South Plainfield	15337	Private
Essex County College	Newark	3717	Public
Empire Beauty School-Union	Union	15011	Private
Fairleigh Dickinson University-Metropolitan Campus	Teaneck	17480	Private
Felician University	Lodi	16081	Private
Fairleigh Dickinson University-College at Florham	Madison	23471	Private
Hohokus School of Trade and Technical Sciences	Paterson	17278	Private
Georgian Court University	Lakewood	18905	Private
Rowan University	Glassboro	19747	Public
Rowan College at Gloucester County	Sewell	7609	Public
Empire Beauty School-Cherry Hill	Cherry Hill	14687	Private
Harris School of Business-Cherry Hill Campus	Cherry Hill	23640	Private
Eastwick College-Ramsey	Ramsey	27158	Private
Holy Name Medical Center School of Nursing	Teaneck	33261	Private
Hudson County Community College	Jersey City	6530	Public
New Jersey City University	Jersey City	8001	Public
Joe Kubert School of Cartoon and Graphic Art	Dover	27431	Private
Kean University	Union	16951	Public
Harris School of Business-Voorhees Campus	Voorhees	21981	Private
Lincoln Technical Institute-Union	Union	15216	Private
Rizzieri Aveda School for Beauty and Wellness	Voorhees	16458	Private
Mercer County Community College	West Windsor	3461	Public
Middlesex County College	Edison	5828	Public
Monmouth University	West Long Branch	26235	Private
Montclair State University	Montclair	21685	Public
HackensackUMC Mountainside School of Nursing	Montclair		Private
JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing	Plainfield	21533	Private
Eastwick College-Nutley	Nutley	22294	Private
Empire Beauty School-Jersey City	Jersey City	15026	Private
New Brunswick Theological Seminary	New Brunswick		Private
Robert Fiance Beauty Schools-West New York	West New York	25219	Private
New Jersey Institute of Technology	Newark	18205	Public
Ocean County College	Toms River	10098	Public
P B Cosmetology Education Center	Gloucester	15888	Private
Parisian Beauty School	Hackensack	16306	Private
Passaic County Community College	Paterson	7861	Public
Pennco Tech-Blackwood	Blackwood	15505	Private
Princeton Theological Seminary	Princeton		Private
Princeton University	Princeton	7103	Private
Rabbinical College of America	Morristown	11296	Private
Ramapo College of New Jersey	Mahwah	20656	Public
Robert Fiance Beauty Schools-Perth Amboy	Perth Amboy	27570	Private
Rider University	Lawrenceville	28226	Private
Roman Academy of Beauty Culture	Hawthorne	18612	Private
Rutgers University-Camden	Camden	13994	Public
Rutgers University-New Brunswick	New Brunswick	20079	Public
Rutgers University-Newark	Newark	12497	Public
St Francis Medical Center-School of Radiologic Technology	Trenton		Private
Saint Francis Medical Center School of Nursing	Trenton		Private
Saint Peter's University	Jersey City	14295	Private
Salem Community College	Carneys Point	5492	Public
Seton Hall University	South Orange	26177	Private
Atlantic Beauty & Spa Academy LLC	Egg Harbor Township	22168	Private
College of Saint Elizabeth	Morristown	21662	Private
Raritan Valley Community College	Branchburg	4697	Public
Stevens Institute of Technology	Hoboken	28296	Private
Stockton University	Galloway	20433	Public
Talmudical Academy-New Jersey	Adelphia	4060	Private
Teterboro School of Aeronautics	Teterboro	11277	Private
Thomas Edison State University	Trenton		Private
The College of New Jersey	Ewing	22516	Public
Sanford-Brown Institute-Iselin	Iselin	19054	Private
Union County College	Cranford	4473	Public
William Paterson University of New Jersey	Wayne	15142	Public
Olympian Academy of Cosmetology	Alamogordo	16662	Private
Central New Mexico Community College	Albuquerque	4043	Public
Navajo Technical University	Crownpoint	3821	Public
De Wolff College Hair Styling and Cosmetology	Albuquerque	8724	Private
New Mexico State University-Dona Ana	Las Cruces	4832	Public
Clovis Community College	Clovis	9821	Public
Eastern New Mexico University-Main Campus	Portales	10090	Public
Eastern New Mexico University-Roswell Campus	Roswell	7528	Public
Institute of American Indian and Alaska Native Culture	Santa Fe	9334	Public
New Mexico Highlands University	Las Vegas	6621	Public
New Mexico Junior College	Hobbs	6500	Public
New Mexico Military Institute	Roswell	5181	Public
University of New Mexico-Gallup Campus	Gallup	7500	Public
New Mexico Institute of Mining and Technology	Socorro	11451	Public
University of New Mexico-Los Alamos Campus	Los Alamos	6655	Public
University of New Mexico-Main Campus	Albuquerque	10079	Public
New Mexico State University-Alamogordo	Alamogordo	3772	Public
New Mexico State University-Carlsbad	Carlsbad	3581	Public
New Mexico State University-Grants	Grants	3613	Public
New Mexico State University-Main Campus	Las Cruces	9531	Public
University of New Mexico-Valencia County Campus	Los Lunas	6260	Public
Northern New Mexico College	Espanola	9268	Public
San Juan College	Farmington	5245	Public
Santa Fe Community College	Santa Fe	9602	Public
Santa Fe University of Art and Design	Santa Fe	27033	Private
University of the Southwest	Hobbs	14024	Private
Southwestern College	Santa Fe		Private
Southwestern Indian Polytechnic Institute	Albuquerque	9229	Public
University of New Mexico-Taos Campus	Ranchos de Taos	9937	Public
Mesalands Community College	Tucumcari	4956	Public
Vogue College of Cosmetology-Santa Fe	Santa Fe	12781	Private
Western New Mexico University	Silver City	11055	Public
Vaughn College of Aeronautics and Technology	Flushing	28078	Private
Adelphi University	Garden City	33400	Private
Adirondack Community College	Queensbury	7765	Public
Globe Institute of Technology	New York	21459	Private
Bryant & Stratton College-Albany	Albany	11671	Private
Albany College of Pharmacy and Health Sciences	Albany	30901	Private
Albany Law School	Albany		Private
Albany Medical College	Albany		Private
Alfred University	Alfred	19791	Private
Allen School-Brooklyn	Brooklyn	24799	Private
The Ailey School	New York	25231	Private
American Academy of Dramatic Arts-New York	New York	40447	Private
American Academy McAllister Institute of Funeral Service	New York	16804	Private
Joffrey Ballet School	New York	24277	Private
American Musical and Dramatic Academy	New York	34714	Private
Apex Technical School	Long Island City	17411	Private
Arnot Ogden Medical Center	Elmira	14761	Private
Associated Beth Rivkah Schools	Brooklyn	10951	Private
Austin's School of Spa Technology	Albany	14094	Private
Bank Street College of Education	New York		Private
Bard College	Annandale-On-Hudson	29152	Private
Barnard College	New York	24476	Private
Berk Trade and Business School	Long Island City	16743	Private
Berkeley College-New York	New York	24606	Private
Beth Hatalmud Rabbinical College	Brooklyn	7263	Private
Beth Hamedrash Shaarei Yosher Institute	Brooklyn	2884	Private
Phillips Beth Israel School of Nursing	New York	37455	Private
Hair Design Institute at Fifth Avenue-Brooklyn	Brooklyn	19996	Private
Boricua College	New York	21628	Private
Bramson ORT College	Forest Hills	14628	Private
Briarcliffe College	Bethpage	14925	Private
Brittany Beauty School	Levittown	15100	Private
American Beauty School	Bronx	8200	Private
Brooklyn Law School	Brooklyn		Private
SUNY Broome Community College	Binghamton	5696	Public
Bryant & Stratton College-Amherst	Getzville	13893	Private
Bryant & Stratton College-Syracuse North	Liverpool	13938	Private
Bryant & Stratton College-Syracuse	Syracuse	13866	Private
Bryant & Stratton College-Buffalo	Buffalo	12179	Private
